dt,pickup_datetime,dt
2019-04-17,20605,20605
2019-04-18,21513,21513
2019-04-19,22181,22181
2019-04-20,23276,23276
2019-04-21,20134,20134
2019-04-22,18258,18258
2019-04-23,18038,18038
2019-04-24,18528,18528
2019-04-25,20953,20953
2019-04-26,23155,23155
2019-04-27,24475,24475
2019-04-28,21612,21612
2019-04-29,19067,19067
2019-04-30,19837,19837
2019-05-01,21070,21070
2019-05-02,21927,21927
2019-05-03,24067,24067
2019-05-04,26144,26144
2019-05-05,24233,24233
2019-05-06,18893,18893
2019-05-07,19735,19735
2019-05-08,19214,19214
2019-05-09,20850,20850
2019-05-10,23263,23263
2019-05-11,24393,24393
2019-05-12,24339,24339
2019-05-13,20833,20833
2019-05-14,20807,20807
2019-05-15,19891,19891
2019-05-16,20806,20806
2019-05-17,23344,23344
2019-05-18,25455,25455
2019-05-19,22035,22035
2019-05-20,19476,19476
2019-05-21,19451,19451
2019-05-22,19889,19889
2019-05-23,20553,20553
2019-05-24,20837,20837
2019-05-25,20185,20185
2019-05-26,19332,19332
2019-05-27,16040,16040
2019-05-28,18317,18317
2019-05-29,19758,19758
2019-05-30,21501,21501
2019-05-31,22492,22492
2019-06-01,24458,24458
2019-06-02,21334,21334
2019-06-03,18366,18366
2019-06-04,18107,18107
2019-06-05,19486,19486
2019-06-06,20319,20319
2019-06-07,21759,21759
2019-06-08,23369,23369
2019-06-09,20024,20024
2019-06-10,19187,19187
2019-06-11,18351,18351
2019-06-12,19026,19026
2019-06-13,21571,21571
2019-06-14,21532,21532
2019-06-15,23326,23326
2019-06-16,19968,19968
2019-06-17,17514,17514
2019-06-18,20323,20323
2019-06-19,19753,19753
2019-06-20,21197,21197
2019-06-21,22022,22022
2019-06-22,23316,23316
2019-06-23,20808,20808
2019-06-24,18145,18145
2019-06-25,19553,19553
2019-06-26,19914,19914
2019-06-27,20288,20288
2019-06-28,22133,22133
2019-06-29,23765,23765
2019-06-30,19088,19088
2019-07-01,1,1
2019-07-05,1,1
